5,1658
6,2327
5,2578
5,0811
5,8039
5,1496
5,2638
5,1916
5,7520
5,0730
5,1619
5,0032
5,1276
5,0091
5,2218
5,8078
5,1805
5,0795
5,6384
4,9944
5,0245
4,9411
4,9860
4,9650
5,6745
5,0526
5,7033
5,0425
4,7966
4,9101
4,9056
5,0800
4,9174
4,8529
4,9547
5,5991
5,1211
4,9496
5,4566
5,0049
5,4451
5,1021
4,8389
4,7822
4,7220
4,7975
5,0941
4,5985
4,6323
4,6888
4,8308
5,1017
4,6739
4,6780
4,7795
4,8209
4,8751
4,7743
4,6563
4,8340
4,7587
4,8335
4,5542
4,6486
4,5875
4,5538
5,1608
4,7122
4,9220
4,5094
4,6705
4,7267
4,4869
4,5563
4,6358
4,7629
5,0207
6,9020
5,3328
6,6462
6,3657
6,0708
5,3053
5,7262
5,2352
5,7951
5,1830
5,4096
5,2919
5,2492
5,5733
5,2476
5,4787
5,5068
5,3162
6,3942
5,2837
5,5615
5,2525
6,7512
5,5136
5,5138
5,9632
5,9939
5,7326
5,6120
5,6043
5,9768
4,8177
5,7861
5,8948
6,3125
5,6606
5,2136
5,1610
5,8073
6,2781
5,5584
6,0536
5,6711
5,6510
5,5453
5,8668
5,3272
5,6880
5,3329
5,8552
5,8363
5,5967
5,2449
5,4528
5,9365
5,3200
5,2643
5,3151
5,2067
5,1183
5,1399
5,5949
5,6802
6,0898
5,8134
5,8474
5,1653
5,2956
5,8157
5,6283
5,1165
5,2705
5,7732
5,5510
6,3804
4,8617
5,5619
5,7370
5,8353
5,7156
5,1949
5,0459
5,2406
5,7617
5,7349
5,7415
5,1294
5,0391
5,4680
5,0245
4,9805
5,0433
5,6975
5,1800
6,4718
5,0341
5,2419
5,3857
5,7087
5,2010
5,7037
5,6742
5,6803
5,0011
5,6387
5,0054
5,0094
4,9393
5,0256
5,8464
5,6704
5,6854
5,0368
4,9944
5,4776
4,9430
5,6579
5,7066
5,6084
4,9607
5,7067
5,4422
5,0111
4,9664
4,9706
4,9568
5,0914
5,8907
5,5939
5,7130
5,7190
5,7323
5,4991
4,9651
5,6664
5,2634
5,7196
5,5965
5,1689
5,6009
5,6289
5,6256
5,6264
5,2909
5,6173
5,2235
5,6180
5,5567
4,9373
5,6019
5,5873
4,9646
4,9295
5,0181
4,9935
5,0188
5,5677
5,6375
5,5699
5,0133
4,9638
4,8897
5,0472
5,7043
5,2822
5,8484
4,8647
5,3934
5,5630
5,5557
5,6781
5,6201
4,9195
5,4722
5,6054
5,2934
5,0745
5,5259
5,3271
4,8187
5,4817
5,4647
5,8563
5,4283
5,6077
5,5027
5,0103
4,8535
5,2016
5,7235
5,0349
4,9819
5,9432
5,4163
5,0001
5,5371
5,5322
5,2902
4,9677
5,7128
5,6465
5,0312
5,9254
5,4158
5,6299
5,3157
5,6006
5,3136
5,6306
5,3802
5,7127
4,7314
5,6094
5,3039
5,7055
4,7228
6,0203
5,3198
5,6883
5,5123
5,6973
5,4896
5,0526
5,3541
5,9369
4,7858
6,0121
4,8482
5,7581
4,7665
6,1168
5,3350
5,5751
5,8043
6,0337
4,7985
6,0753
5,3939
5,6402
5,7842
5,0474
5,3803
5,6238
5,9397
6,0341
4,8648
5,0720
5,4428
5,7231
5,8955
6,0496
4,8545
5,2440
5,9542
5,7915
5,5975
5,6367
5,8298
5,7026
5,7455
5,0717
5,4231
4,6966
6,0035
5,2384
5,5428
4,9736
5,9245
5,9608
4,8033
5,0333
5,9034
5,9825
5,3494
6,1116
5,4027
6,0714
4,7526
6,0740
5,3550
5,8313
4,8123
5,0549
5,8007
5,9690
4,7482
6,0105
4,7467
5,7816
5,4082
5,0590
5,6253
5,6274
5,4801
5,4698
5,6953
4,9813
5,4575
5,9438
4,7055
5,5421
5,1984
5,5191
5,1403
5,4579
5,0471
5,4063
5,5114
5,1368
5,2126
6,2047
5,9911
5,6835
5,1664
6,0652
5,2072
5,6713
4,6605
5,4490
5,4720
5,5781
5,0774
4,8986
5,2105
5,0100
5,5412
5,5067
5,0364
5,5302
4,5792
4,8803
5,1180
5,2971
5,3776
5,4744
5,6979
5,5666
4,6263
4,5766
4,2324
5,7947
5,0628
5,5305
5,6075
5,4420
5,2178
5,3922
5,1401
5,2155
5,7133
5,3686
4,4353
4,8161
5,2582
5,8971
4,2414
5,1928
3,8567
5,1248
5,0351
4,2607
5,4907
5,1900
5,4035
5,0787
5,3623
5,4695
5,0102
4,9106
4,9959
4,3528
5,6630
4,1515
5,0457
3,3282
5,5607
4,7400
6,0460
5,0245
6,1762
5,5115
5,5948
5,4057
5,3356
5,1994
5,2455
4,2946
4,2039
5,0375
5,6242
5,1197
5,2194
4,0650
5,3355
4,9172
5,7376
5,0149
5,1640
4,0516
4,2934
4,3407
4,1281
4,0879
4,9304
4,0911
5,3342
5,6194
4,0691
4,2131
5,1398
5,9923
5,7626
5,1293
4,2132
4,1630
4,0192
5,1631
3,8913
4,3719
4,7839
3,9342
3,8771
5,1646
6,9334
4,7456
4,0731
4,2147
3,9252
3,7989
3,9631
4,0120
4,1159
4,7394
4,7623
4,1590
3,9173
4,3210
4,2704
3,7933
3,7157
3,7818
3,7198
3,7710
3,7223
3,7625
3,7243
3,7558
3,7259
3,7504
3,7270
3,7460
3,7277
3,7422
3,7279
3,7390
3,7279
3,7363
3,7276
3,7338
3,7270
3,7316
3,7263
3,7295
3,7254
3,7276
3,7244
3,7258
3,7232
3,7241
3,7220
3,7225
3,7208
3,7209
3,7195
3,7194
3,7181
3,7178
3,7167
3,7163
3,7153
3,7148
3,7139
3,7133
3,7125
3,7119
3,7110
3,7104
3,7096
3,7089
3,7081
3,7074
3,7067
3,7060
3,7052
3,7045
3,7038
3,7030
3,7023
3,7016
3,7008
3,7001
3,6994
3,6987
3,6979
3,6972
3,6965
3,6957
3,6950
3,6943
3,6936
3,6928
3,6921
3,6914
3,6907
3,6899
3,6892
3,6885
Training done.

Press any key to check results..
