47,4091
39,1987
36,4434
35,1103
34,1584
33,4638
32,9181
32,4307
31,9676
31,5033
31,0145
30,4819
29,8949
29,2520
28,5560
27,8144
27,0488
26,2945
25,5794
24,9121
24,2843
23,6827
23,0947
22,5187
21,9748
21,4762
21,0055
20,5245
20,0227
19,5210
19,0427
18,6077
18,2258
17,8916
17,5967
17,3350
17,1025
16,8961
16,7145
16,5560
16,4166
16,2874
16,1565
16,0155
15,8644
15,7100
15,5590
15,4148
15,2771
15,1449
15,0180
14,8990
14,7906
14,6783
14,5336
14,3452
14,1371
13,9275
13,7049
13,4813
13,3230
13,1791
13,0801
13,0782
12,9779
12,8182
12,6385
12,4580
12,2847
12,1182
11,9522
11,7831
11,6121
11,4440
11,2855
11,1443
11,0273
10,9482
10,9063
10,8639
10,7906
10,6994
10,6318
10,6090
10,5544
10,4421
10,3704
10,3476
10,3422
10,3247
10,2881
10,2337
10,1731
10,1361
10,1356
10,0668
9,8054
9,6857
9,6816
9,5158
9,3410
9,2272
9,1341
9,0584
8,9950
8,9388
8,8869
8,8383
8,7930
8,7522
8,7183
8,6947
8,6901
8,7313
8,8246
8,5634
8,5856
8,6160
8,5941
8,5626
8,5511
8,5921
8,6835
8,6482
8,6040
8,5896
8,5758
8,8240
8,7211
8,0758
8,5507
8,1911
7,5210
8,5974
7,5047
8,6516
8,4309
8,1793
8,0806
8,2083
8,5812
8,2533
8,9099
8,7264
8,5074
7,8954
7,6948
7,7133
7,2566
7,5633
7,7510
7,5828
8,1514
7,2529
7,6896
7,4879
7,7522
8,3618
7,8127
7,3786
7,7822
8,2134
8,3881
7,1459
7,9920
8,1294
8,3428
8,3332
8,3473
8,3357
8,3145
8,2192
7,6487
8,6246
8,2000
8,3184
8,3453
8,6902
8,1569
8,2684
8,3162
8,7102
8,7432
8,7749
8,3678
8,6793
8,2240
8,7364
7,1170
8,6280
8,4724
7,0764
8,2989
7,9142
6,8029
6,6199
6,5005
8,1882
7,6518
7,7709
6,8833
7,9008
7,9152
6,6945
7,9949
7,9162
7,6866
8,3209
7,7345
7,9260
7,8235
7,0607
6,8769
7,6511
7,0796
6,9565
6,3981
6,6975
6,7587
6,7537
6,6494
6,6401
6,6051
6,7192
6,5869
6,7740
6,7513
6,8776
7,2842
6,7975
7,2641
6,7340
6,8578
7,0331
6,8175
6,9243
6,8164
6,7397
6,6333
6,5323
6,6159
6,3995
6,7379
6,2299
6,4833
6,3522
6,3417
6,2407
6,1794
6,1564
6,1424
6,1346
6,1310
6,1303
6,1316
6,1341
6,1371
6,1401
6,1425
6,1439
6,1437
6,1418
6,1385
6,1346
6,1308
6,1273
6,1244
6,1220
6,1200
6,1182
6,1163
6,1140
6,1111
6,1071
6,1011
6,0908
6,0791
6,1150
6,1138
6,1206
6,2144
6,1664
6,1023
6,0842
5,9871
6,2203
5,8118
5,7123
6,7184
7,0734
5,7640
6,1984
7,0965
5,8940
5,6324
6,1904
7,6175
7,6963
7,1507
7,3883
7,7928
7,9317
6,5807
7,2149
8,4197
8,3737
7,5190
8,0734
8,8974
9,5356
9,6150
9,6764
8,9613
8,2788
9,7641
9,8366
8,6020
8,6494
8,6450
8,9679
9,8003
9,7896
10,2634
8,6296
8,7749
9,2470
8,7367
8,9914
8,8808
8,7544
9,5603
9,4841
9,4044
9,2636
9,1528
9,0706
8,9651
9,0123
9,2608
9,2270
9,1269
9,0117
8,8835
8,7560
8,5835
8,4373
8,4414
8,5944
8,7020
8,6200
8,5582
8,4390
8,2766
8,0963
8,0739
8,0292
8,1218
8,4355
9,6998
8,5967
8,4250
8,7662
8,0828
8,8992
7,5529
8,1446
8,6780
9,2451
7,8244
8,5918
9,0481
8,8269
8,5345
7,9281
8,8157
9,7564
8,6080
8,2578
8,7824
8,4343
8,5345
9,6406
10,0789
10,1015
7,9511
8,8518
8,3432
7,7259
9,3193
8,6404
8,9126
7,8307
9,1750
8,6116
9,9285
8,5590
8,5866
8,8993
9,1964
8,7659
8,8093
8,6005
9,8918
8,5975
8,8450
9,0149
9,8348
8,6131
9,7570
8,9347
8,8546
8,6609
9,3594
8,6461
8,8008
8,6937
9,2401
7,8627
8,4228
8,7226
9,5040
8,7165
9,2345
8,6890
9,3832
8,7904
8,9871
7,7993
7,8718
8,3137
7,6597
8,8101
8,9099
8,6375
9,2827
9,5279
9,0439
8,5503
8,6197
8,0968
8,9303
9,0136
8,6949
9,5857
9,3156
9,9697
8,4616
8,6635
9,3565
9,5337
9,9280
9,9521
10,0578
10,1087
10,2264
10,2498
9,2077
9,3570
10,1760
10,4975
9,5056
9,2391
8,7409
8,3841
7,5482
7,4914
8,6866
7,6158
8,7212
7,9029
8,6582
7,5483
8,1291
7,2539
9,0150
7,7413
7,0902
7,4325
6,9859
7,4231
7,2895
6,9988
6,9785
7,0013
7,0073
7,0186
7,0311
7,0222
6,9435
6,9097
6,9248
6,8718
6,8635
6,8270
6,8043
6,7865
6,7672
6,7407
6,7262
7,1400
8,3104
8,6919
8,9199
8,1197
8,3306
7,7464
10,1966
11,4002
10,3994
10,2599
10,4972
10,8830
10,0244
10,4992
9,1490
10,5437
9,1338
10,2632
9,1641
10,2055
8,9058
9,8368
9,0343
9,3642
8,8844
8,0966
8,1254
8,5343
9,4835
8,6575
8,7809
9,0440
8,1114
7,9547
8,1009
9,0108
7,9991
7,7825
8,4952
8,8761
7,4465
8,9555
6,7715
8,6141
7,1069
7,4510
8,0722
7,9272
8,6512
7,7461
7,3368
7,8573
8,4766
8,5170
8,9330
9,1057
7,6373
7,5978
6,6816
7,0715
7,0464
8,3071
7,5875
8,9945
7,8572
7,8204
7,2824
7,0544
7,5539
7,4230
9,2386
7,7851
8,1215
8,4555
9,0698
8,7114
9,8664
6,5189
6,7457
8,6045
8,2934
7,3612
7,0860
8,5041
6,7344
6,3600
8,4259
8,2790
6,1327
6,5052
6,9726
6,7102
8,2705
7,5975
7,3184
6,9418
7,9751
8,3419
6,3777
6,4737
6,8073
8,1763
6,5747
6,8955
6,5902
6,6369
6,7031
6,4659
6,4587
8,3439
8,6945
6,7857
6,9356
6,7467
6,6551
6,4391
6,4809
6,5105
6,5475
6,8055
6,8698
6,5440
6,5618
6,3460
6,4317
6,7216
6,3593
6,3108
6,3515
6,3777
6,1864
6,2621
6,3933
6,2033
6,4483
6,2713
6,2824
6,3087
6,4279
6,1421
6,1676
6,1742
6,0756
6,1444
6,1646
6,0785
6,2930
5,8050
6,3344
6,0324
6,2959
5,8690
6,3139
6,0408
6,3130
5,6632
6,3201
5,7216
6,4644
7,8125
7,0254
7,6098
7,4392
7,2927
7,2132
7,1674
7,1228
7,0821
7,0421
7,0005
6,9580
6,9192
6,8902
6,8638
6,8458
6,8147
6,8544
6,6594
6,7779
6,7664
6,7202
6,5948
6,8816
6,4703
6,8736
6,3600
6,7843
6,3050
6,6832
6,2607
6,6337
6,5394
6,8113
6,1814
6,4742
6,4237
6,6817
6,1025
6,3726
6,6070
6,2291
6,4887
6,2364
6,5154
6,2394
6,5849
6,2204
6,5243
6,1822
6,5015
6,1612
6,4584
6,1918
6,5079
6,1424
6,4606
6,2032
6,1498
6,7063
6,2315
6,1758
6,3142
6,1706
6,0246
6,6761
6,0273
6,6979
5,7471
6,1640
6,1511
6,8253
6,5366
6,4133
6,8635
8,0557
7,8972
10,2452
8,9037
8,6284
7,0403
6,5772
8,2430
6,6555
5,7422
6,4066
6,1842
8,0825
6,8576
6,6997
5,9835
6,5882
7,4698
7,7325
6,7257
6,1154
7,9653
7,3307
8,4316
6,7997
7,0362
6,1215
7,9870
8,9468
7,3620
5,8489
7,6020
6,6376
6,2107
6,9076
9,5156
9,7753
8,8587
7,1879
6,0312
6,2136
7,3631
7,6988
6,7520
7,0341
7,7093
7,7913
6,1910
6,3174
5,7758
6,3576
5,6727
6,3155
6,0803
6,3048
6,5095
6,2896
6,0988
6,3413
6,0542
6,3239
6,1027
6,3249
5,7330
6,3040
5,8479
8,0034
7,7230
8,5122
6,0226
7,6217
10,8132
9,0352
7,5626
9,3059
6,7143
5,8867
6,4031
6,0672
5,7437
7,4184
7,7728
7,6483
9,4385
10,0018
7,2398
6,6715
7,6040
6,2654
5,9118
7,5716
9,3395
6,5592
6,2783
7,7162
9,2548
9,6401
9,5601
6,1446
7,6598
11,5304
11,5183
11,6410
8,0960
7,1859
6,4653
8,4967
11,8633
8,9565
8,9117
11,6781
8,6298
8,3842
7,2328
7,8504
8,1511
9,6357
6,7288
6,6699
7,8780
6,4840
5,8596
7,8055
7,3924
5,7351
6,4921
6,4366
7,8739
9,9127
6,5547
7,0784
6,3383
6,0590
7,9187
6,3107
7,8165
6,6813
6,3387
6,2489
7,6263
6,2039
7,8191
7,1741
7,8805
7,7297
7,7733
7,3069
5,6396
6,4826
7,5001
7,2819
6,3696
6,6293
8,4276
6,7198
6,4765
6,0719
6,2124
7,4030
10,3588
10,2932
6,1739
6,7629
6,4009
6,3691
6,3617
6,6536
7,6084
10,2409
9,9479
8,0493
7,3148
8,1675
6,3936
7,6899
9,6824
7,1667
6,0318
7,7726
10,7496
8,0013
7,1657
6,0401
7,5188
10,4933
9,6201
6,5815
8,0868
11,5544
10,9522
6,7729
6,6269
7,7478
10,1784
7,7222
11,0316
6,0664
6,6451
7,4424
10,7841
7,4190
7,8036
11,4774
7,0820
7,7103
11,4859
8,7271
7,5773
6,5896
6,7524
6,8483
6,5541
6,7863
6,4513
6,7804
6,4128
6,3814
6,3411
6,6644
6,1958
6,8599
5,9725
6,8538
5,9234
6,7298
6,2704
7,0539
6,2096
6,5921
6,3329
6,8364
6,2015
6,6337
6,4806
6,6995
6,0869
6,1437
6,0788
6,6214
6,1930
6,1890
6,4027
6,6066
6,0785
6,5426
6,1526
6,6793
5,8321
5,9809
5,3943
6,1050
6,1571
5,8897
5,5086
5,8506
5,8847
6,0661
5,8731
6,4388
5,8686
6,4668
5,8613
6,1593
6,0891
6,4010
5,3834
5,9371
5,2573
5,8668
5,1550
5,8059
5,2734
5,8053
5,7311
6,4572
5,2742
5,7550
5,7004
5,8188
5,7081
7,3586
10,9126
7,0721
6,4681
7,9451
8,2779
7,4584
6,8717
6,7165
6,4180
6,2636
6,9098
6,8757
6,8252
6,5475
6,6721
6,2005
6,4262
6,6335
6,6856
6,1701
6,2332
6,1706
6,0464
6,0048
5,8787
5,8519
5,8358
5,8782
5,9559
5,8911
6,0014
6,3203
6,4622
6,4424
6,0093
5,8001
5,8628
5,9255
5,8683
5,9230
5,9811
6,3278
6,2793
6,2306
6,3735
6,3902
6,2408
6,2320
6,4123
6,4428
6,3573
5,7274
5,8576
6,3684
5,7209
5,7191
6,2443
5,7735
5,6287
5,7287
5,7472
5,8395
5,7990
5,6576
5,7689
5,8057
5,6374
6,0606
6,2398
5,8019
5,9916
6,2444
5,8058
5,8136
5,5478
5,5649
5,8047
6,0941
6,0814
6,2111
5,7234
5,5348
5,7268
5,5275
5,8862
5,7793
6,0314
5,8486
6,1178
5,9054
5,9446
5,7511
6,0423
5,8959
6,1256
6,1096
5,7444
5,7144
5,5754
5,9812
5,8601
6,0812
5,6469
5,8474
5,7299
5,6320
5,4509
5,9266
5,8761
5,8827
5,6063
5,9485
5,9312
5,9734
5,9900
5,9195
5,9814
5,7842
5,5036
5,7437
5,3820
5,3570
5,4195
5,8111
5,8617
5,8993
5,3898
5,4640
5,6015
5,8720
5,3653
5,6595
5,3343
5,8504
5,3737
5,8694
5,3194
5,8731
5,3522
5,8754
5,7763
5,8796
5,4710
5,8938
5,8538
5,8976
5,8934
5,9236
5,9182
5,9327
5,9326
5,9334
5,9299
5,9226
5,9043
5,8244
5,5930
5,7875
5,7008
5,4249
5,7465
5,4450
5,7437
5,6128
5,5570
5,7622
5,6923
5,3496
5,6502
5,3698
5,7709
5,4816
5,7903
5,6712
5,7772
5,3727
5,7830
5,3246
5,7860
5,2812
5,8012
5,2924
5,8127
5,3607
5,8127
5,5592
5,8219
5,7648
5,8314
5,8248
5,8678
5,8695
5,8856
5,8988
5,9096
5,9141
5,9224
5,9289
5,9330
5,9373
5,9429
5,9474
5,9518
5,9568
5,9623
5,9675
5,9732
5,9787
5,9845
5,9895
5,9944
5,9981
6,0014
6,0030
6,0042
6,0032
6,0022
5,9985
5,9948
5,9900
5,9735
5,9783
5,8797
5,9624
5,6858
5,9577
5,7745
5,9432
5,6513
5,8167
5,8958
5,5869
5,6168
5,5834
5,6406
5,6430
5,7006
5,8534
5,8698
6,3340
5,8859
6,3656
6,4145
6,4501
6,5970
6,6595
6,8164
6,5307
6,6978
6,5148
6,6062
6,5388
6,6739
6,5732
6,7309
6,6959
6,7165
6,6606
6,5173
6,6105
6,6770
6,9945
7,4327
7,6985
8,1566
6,3454
7,6072
8,2073
7,6825
8,2723
8,3443
8,5420
8,5628
8,4218
8,5700
8,6524
8,4023
8,5811
8,5145
8,6462
8,3836
8,7279
8,0156
8,5327
8,5482
8,1742
8,7769
8,2771
8,0964
8,2001
8,3178
8,5652
8,3322
8,0922
8,0058
8,3547
7,8574
8,6995
7,9940
7,7749
8,2002
8,4714
7,9172
7,6503
7,7502
6,9976
5,8273
5,2649
5,8878
5,1422
5,8645
5,1754
5,7146
5,2465
5,7438
5,3198
5,8567
5,3414
6,0605
5,3451
6,1971
5,8627
6,2702
8,3019
6,4417
6,0013
6,3638
5,9694
6,1316
5,9742
5,9418
5,9253
5,9143
5,9481
5,9124
5,8936
5,8649
5,8066
5,7879
5,7463
5,8031
5,7559
5,6921
5,5701
5,7679
5,6162
5,5435
5,4217
5,6843
5,4365
5,3581
5,6901
5,3785
5,2845
5,5298
5,2623
5,2385
5,4382
5,2596
5,1447
5,6719
5,1538
5,7287
6,9795
5,2164
5,9303
5,8826
5,1917
5,9164
5,1462
5,7051
5,1659
5,9186
5,0271
6,2552
5,0564
5,1666
5,8221
5,0945
5,6507
5,0724
5,3272
5,0901
5,6424
4,9866
5,7041
5,1954
6,2064
5,6919
5,0555
5,0142
